pipeline,metric,judge_a,judge_b,n_common_items,spearman_r,p_value
rag_dspy:openai:k=3,hallucination_rate,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.5603050923554794,2.8313988696323805e-05
rag_dspy:openai:k=3,hallucination_rate,openai/gpt-4o,openai/gpt-4o-mini,49,0.5321187599728268,8.31690998302199e-05
rag_dspy:openai:k=5,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,49,0.858441718920821,3.1531078163423234e-15
rag_dspy:openai:k=5,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,49,0.8346855149612008,9.168180416735685e-14
rag_dspy:openai:k=5,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,49,0.6929179269860566,3.444984405239535e-08
rag_dspy:openai:k=5,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o,49,0.9501437525992249,1.9852642370302054e-25
rag_dspy:openai:k=5,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.7627598462365291,1.8944944751417058e-10
rag_dspy:openai:k=5,factual_correctness_ratio,openai/gpt-4o,openai/gpt-4o-mini,49,0.7317364329451592,2.3300196503194217e-09
rag_dspy:openai:k=5,grounding_ratio,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,49,0.7706071310118418,9.448782166575494e-11
rag_dspy:openai:k=5,grounding_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,49,0.5342748094059458,7.684662708241257e-05
rag_dspy:openai:k=5,grounding_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,49,0.5221582546746109,0.00011901800818601228
rag_dspy:openai:k=5,grounding_ratio,deepseek/deepseek-chat,openai/gpt-4o,49,0.4778086807299047,0.0005166826008704843
rag_dspy:openai:k=5,grounding_ratio,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.5155629180415523,0.00014998393314835724
rag_dspy:openai:k=5,grounding_ratio,openai/gpt-4o,openai/gpt-4o-mini,49,0.5201156872638069,0.00012791959173909326
rag_dspy:openai:k=5,hallucination_rate,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,49,0.7706071310118418,9.448782166575494e-11
rag_dspy:openai:k=5,hallucination_rate,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,49,0.5342748094059458,7.684662708241257e-05
rag_dspy:openai:k=5,hallucination_rate,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,49,0.5221582546746109,0.00011901800818601228
rag_dspy:openai:k=5,hallucination_rate,deepseek/deepseek-chat,openai/gpt-4o,49,0.4778086807299047,0.0005166826008704843
rag_dspy:openai:k=5,hallucination_rate,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.5155629180415523,0.00014998393314835724
rag_dspy:openai:k=5,hallucination_rate,openai/gpt-4o,openai/gpt-4o-mini,49,0.5201156872638069,0.00012791959173909326
rag_graph:anthropic:k=1:mn=10,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,48,0.5756199962145435,1.8668240632215093e-05
rag_graph:anthropic:k=1:mn=10,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,48,0.7128090190699335,1.3185263028204271e-08
rag_graph:anthropic:k=1:mn=10,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,48,0.4292744285763269,0.0023297321991140665
rag_graph:anthropic:k=1:mn=10,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o,49,0.7667987445959599,1.3288021551752267e-10
rag_graph:anthropic:k=1:mn=10,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.510287254561897,0.00017985110638551888
rag_graph:anthropic:k=1:mn=10,factual_correctness_ratio,openai/gpt-4o,openai/gpt-4o-mini,49,0.5242802332063946,0.00011037186523779793
rag_graph:anthropic:k=1:mn=10,grounding_ratio,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,48,0.8900637564301696,2.6401945384923824e-17
rag_graph:anthropic:k=1:mn=10,grounding_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,48,0.8911004242562709,2.1478068911786897e-17
rag_graph:anthropic:k=1:mn=10,grounding_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,48,0.715141343702631,1.1243902352648284e-08
rag_graph:anthropic:k=1:mn=10,grounding_ratio,deepseek/deepseek-chat,openai/gpt-4o,49,0.7974968914428431,6.962418598075824e-12
rag_graph:anthropic:k=1:mn=10,grounding_ratio,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.714489894787258,8.141924718253823e-09
rag_graph:anthropic:k=1:mn=10,grounding_ratio,openai/gpt-4o,openai/gpt-4o-mini,49,0.8032890247113738,3.7711037146786084e-12
rag_graph:anthropic:k=1:mn=10,hallucination_rate,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,48,0.8902841509762869,2.52728097465958e-17
rag_graph:anthropic:k=1:mn=10,hallucination_rate,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,48,0.8914568544757979,1.9997047181265906e-17
rag_graph:anthropic:k=1:mn=10,hallucination_rate,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,48,0.7158580955110965,1.0703425061668912e-08
rag_graph:anthropic:k=1:mn=10,hallucination_rate,deepseek/deepseek-chat,openai/gpt-4o,49,0.7974968914428431,6.962418598075824e-12
rag_graph:anthropic:k=1:mn=10,hallucination_rate,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.714489894787258,8.141924718253823e-09
rag_graph:anthropic:k=1:mn=10,hallucination_rate,openai/gpt-4o,openai/gpt-4o-mini,49,0.8032890247113738,3.7711037146786084e-12
rag_graph:anthropic:k=3:mn=10,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,49,0.6261135640686951,1.4980385475830327e-06
rag_graph:anthropic:k=3:mn=10,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,49,0.660765113033081,2.3809279048487596e-07
rag_graph:anthropic:k=3:mn=10,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,49,0.5453550242329762,5.0749017433582753e-05
rag_graph:anthropic:k=3:mn=10,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o,49,0.7397477556002465,1.2607729916635124e-09
rag_graph:anthropic:k=3:mn=10,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.4177924042413402,0.002817539914921616
rag_graph:anthropic:k=3:mn=10,factual_correctness_ratio,openai/gpt-4o,openai/gpt-4o-mini,49,0.4566202341099942,0.0009742340081449948
rag_graph:anthropic:k=3:mn=10,grounding_ratio,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,49,0.8000363291001416,5.334302664357147e-12
rag_graph:anthropic:k=3:mn=10,grounding_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,49,0.8177687162719277,7.420929804761304e-13
rag_graph:anthropic:k=3:mn=10,grounding_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,49,0.6591447823305823,2.608511917232433e-07
rag_graph:anthropic:k=3:mn=10,grounding_ratio,deepseek/deepseek-chat,openai/gpt-4o,49,0.7734798016255904,7.274342092570442e-11
rag_graph:anthropic:k=3:mn=10,grounding_ratio,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.6743205106533271,1.0849950475448226e-07
rag_graph:anthropic:k=3:mn=10,grounding_ratio,openai/gpt-4o,openai/gpt-4o-mini,49,0.6997383160417445,2.2134108000510383e-08
rag_graph:anthropic:k=3:mn=10,hallucination_rate,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,49,0.8000363291001416,5.334302664357147e-12
rag_graph:anthropic:k=3:mn=10,hallucination_rate,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,49,0.8177687162719277,7.420929804761304e-13
rag_graph:anthropic:k=3:mn=10,hallucination_rate,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,49,0.6591447823305823,2.608511917232433e-07
rag_graph:anthropic:k=3:mn=10,hallucination_rate,deepseek/deepseek-chat,openai/gpt-4o,49,0.7734798016255904,7.274342092570442e-11
rag_graph:anthropic:k=3:mn=10,hallucination_rate,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.6743205106533271,1.0849950475448226e-07
rag_graph:anthropic:k=3:mn=10,hallucination_rate,openai/gpt-4o,openai/gpt-4o-mini,49,0.6997383160417445,2.2134108000510383e-08
rag_graph:anthropic:k=5:mn=10,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,49,0.6572812759988605,2.8953092123768896e-07
rag_graph:anthropic:k=5:mn=10,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,49,0.8478305730046874,1.5244854788015944e-14
rag_graph:anthropic:k=5:mn=10,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,49,0.36182734173198317,0.010630700097187347
rag_graph:anthropic:k=5:mn=10,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o,49,0.7339164498808264,1.9757045881329732e-09
rag_graph:anthropic:k=5:mn=10,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.34335798959143865,0.01571816599262994
rag_graph:anthropic:k=5:mn=10,factual_correctness_ratio,openai/gpt-4o,openai/gpt-4o-mini,49,0.4765712327196533,0.0005367865296862254
rag_graph:anthropic:k=5:mn=10,grounding_ratio,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,49,0.811079506607466,1.5999601610023668e-12
rag_graph:anthropic:k=5:mn=10,grounding_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,49,0.9565173571824858,8.557746142071612e-27
rag_graph:anthropic:k=5:mn=10,grounding_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,49,0.6208980425471994,1.9382932543741552e-06
rag_graph:anthropic:k=5:mn=10,grounding_ratio,deepseek/deepseek-chat,openai/gpt-4o,49,0.7805862294449853,3.746077904838279e-11
rag_graph:anthropic:k=5:mn=10,grounding_ratio,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.5710164388246203,1.831371478868781e-05
rag_graph:anthropic:k=5:mn=10,grounding_ratio,openai/gpt-4o,openai/gpt-4o-mini,49,0.6791227807771465,8.132293727451453e-08
rag_graph:anthropic:k=5:mn=10,hallucination_rate,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,49,0.811079506607466,1.5999601610023668e-12
rag_graph:anthropic:k=5:mn=10,hallucination_rate,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,49,0.9565173571824858,8.557746142071612e-27
rag_graph:anthropic:k=5:mn=10,hallucination_rate,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,49,0.6193470188216663,2.0907639253677303e-06
rag_graph:anthropic:k=5:mn=10,hallucination_rate,deepseek/deepseek-chat,openai/gpt-4o,49,0.7805862294449853,3.746077904838279e-11
rag_graph:anthropic:k=5:mn=10,hallucination_rate,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.5696192016983125,1.940146949930537e-05
rag_graph:anthropic:k=5:mn=10,hallucination_rate,openai/gpt-4o,openai/gpt-4o-mini,49,0.6779076643887156,8.752169516670106e-08
rag_graph:openai:k=1:mn=10,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,48,0.8377007034490888,1.140111246317726e-13
rag_graph:openai:k=1:mn=10,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,48,0.7092898790890951,1.6718115770632734e-08
rag_graph:openai:k=1:mn=10,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,48,0.5238903712407625,0.0001326740997990467
rag_graph:openai:k=1:mn=10,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o,49,0.6588141781567164,2.6573745424635786e-07
rag_graph:openai:k=1:mn=10,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.6007940643607772,5.015869284491065e-06
rag_graph:openai:k=1:mn=10,factual_correctness_ratio,openai/gpt-4o,openai/gpt-4o-mini,49,0.550731253755479,4.12747653722349e-05
rag_graph:openai:k=1:mn=10,grounding_ratio,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,48,0.8951998472932517,9.299399029416716e-18
rag_graph:openai:k=1:mn=10,grounding_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,48,0.8966489820109576,6.8602234538490994e-18
rag_graph:openai:k=1:mn=10,grounding_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,48,0.4680181766935996,0.0007952404741257519
rag_graph:openai:k=1:mn=10,grounding_ratio,deepseek/deepseek-chat,openai/gpt-4o,49,0.8354905895392196,8.251665795946297e-14
rag_graph:openai:k=1:mn=10,grounding_ratio,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.5354170917399792,7.367806169634226e-05
rag_graph:openai:k=1:mn=10,grounding_ratio,openai/gpt-4o,openai/gpt-4o-mini,49,0.4873054479014582,0.00038361573056458687
rag_graph:openai:k=1:mn=10,hallucination_rate,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,48,0.8951998472932517,9.299399029416716e-18
rag_graph:openai:k=1:mn=10,hallucination_rate,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,48,0.8966489820109576,6.8602234538490994e-18
rag_graph:openai:k=1:mn=10,hallucination_rate,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,48,0.4680181766935996,0.0007952404741257519
rag_graph:openai:k=1:mn=10,hallucination_rate,deepseek/deepseek-chat,openai/gpt-4o,49,0.8354905895392196,8.251665795946297e-14
rag_graph:openai:k=1:mn=10,hallucination_rate,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.5354170917399792,7.367806169634226e-05
rag_graph:openai:k=1:mn=10,hallucination_rate,openai/gpt-4o,openai/gpt-4o-mini,49,0.4873054479014582,0.00038361573056458687
rag_graph:openai:k=3:mn=10,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,48,0.7234990094423155,6.271148444147337e-09
rag_graph:openai:k=3:mn=10,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,48,0.7424847370201189,1.533842264015463e-09
rag_graph:openai:k=3:mn=10,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,48,0.39054369558477303,0.006062820249536875
rag_graph:openai:k=3:mn=10,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o,49,0.826702928580771,2.529327886009648e-13
rag_graph:openai:k=3:mn=10,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.5423791462602008,5.6812869687738543e-05
rag_graph:openai:k=3:mn=10,factual_correctness_ratio,openai/gpt-4o,openai/gpt-4o-mini,49,0.6135379437789633,2.7663815555470605e-06
rag_graph:openai:k=3:mn=10,grounding_ratio,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,48,0.8746284065228899,4.563191082714002e-16
rag_graph:openai:k=3:mn=10,grounding_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,48,0.8324340909552199,2.2379443376955835e-13
rag_graph:openai:k=3:mn=10,grounding_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,48,0.6503273620658787,5.646737056022524e-07
rag_graph:openai:k=3:mn=10,grounding_ratio,deepseek/deepseek-chat,openai/gpt-4o,49,0.8422768309446593,3.3185619280964867e-14
rag_graph:openai:k=3:mn=10,grounding_ratio,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.6116685338381032,3.023643640978184e-06
rag_graph:openai:k=3:mn=10,grounding_ratio,openai/gpt-4o,openai/gpt-4o-mini,49,0.6185652891629251,2.1717634160353356e-06
rag_graph:openai:k=3:mn=10,hallucination_rate,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,48,0.8746284065228899,4.563191082714002e-16
rag_graph:openai:k=3:mn=10,hallucination_rate,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,48,0.8324340909552199,2.2379443376955835e-13
rag_graph:openai:k=3:mn=10,hallucination_rate,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,48,0.6503273620658787,5.646737056022524e-07
rag_graph:openai:k=3:mn=10,hallucination_rate,deepseek/deepseek-chat,openai/gpt-4o,49,0.8422768309446593,3.3185619280964867e-14
rag_graph:openai:k=3:mn=10,hallucination_rate,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.6116685338381032,3.023643640978184e-06
rag_graph:openai:k=3:mn=10,hallucination_rate,openai/gpt-4o,openai/gpt-4o-mini,49,0.6185652891629251,2.1717634160353356e-06
rag_graph:openai:k=5:mn=10,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,48,0.6671376844290933,2.2426506651564335e-07
rag_graph:openai:k=5:mn=10,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,48,0.6724406258322357,1.6554495947636567e-07
rag_graph:openai:k=5:mn=10,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,48,0.6347277119636866,1.2662013567018793e-06
rag_graph:openai:k=5:mn=10,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o,49,0.7588574248696196,2.651360940142578e-10
rag_graph:openai:k=5:mn=10,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.7836935816657997,2.7808973127429368e-11
rag_graph:openai:k=5:mn=10,factual_correctness_ratio,openai/gpt-4o,openai/gpt-4o-mini,49,0.6990055885425941,2.3225070093567965e-08
rag_graph:openai:k=5:mn=10,grounding_ratio,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,48,0.8400437820951705,8.380579792383954e-14
rag_graph:openai:k=5:mn=10,grounding_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,48,0.8342095946869287,1.7875024935898712e-13
rag_graph:openai:k=5:mn=10,grounding_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,48,0.752272908695994,7.069079312010187e-10
rag_graph:openai:k=5:mn=10,grounding_ratio,deepseek/deepseek-chat,openai/gpt-4o,49,0.8669466121941966,8.108012873261902e-16
rag_graph:openai:k=5:mn=10,grounding_ratio,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.7607095814091738,2.262195098419688e-10
rag_graph:openai:k=5:mn=10,grounding_ratio,openai/gpt-4o,openai/gpt-4o-mini,49,0.7743734022105847,6.700767404426653e-11
rag_graph:openai:k=5:mn=10,hallucination_rate,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,48,0.8400437820951705,8.380579792383954e-14
rag_graph:openai:k=5:mn=10,hallucination_rate,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,48,0.8342095946869287,1.7875024935898712e-13
rag_graph:openai:k=5:mn=10,hallucination_rate,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,48,0.752272908695994,7.069079312010187e-10
rag_graph:openai:k=5:mn=10,hallucination_rate,deepseek/deepseek-chat,openai/gpt-4o,49,0.8669466121941966,8.108012873261902e-16
rag_graph:openai:k=5:mn=10,hallucination_rate,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.7607095814091738,2.262195098419688e-10
rag_graph:openai:k=5:mn=10,hallucination_rate,openai/gpt-4o,openai/gpt-4o-mini,49,0.7743734022105847,6.700767404426653e-11
zeroshot:anthropic,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,49,0.40798615145000294,0.0036147166937332232
zeroshot:anthropic,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,49,0.45928567800318365,0.0009015253895632613
zeroshot:anthropic,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,49,0.4788468374093865,0.0005003428394126809
zeroshot:anthropic,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o,49,0.7941277808991279,9.856923361337976e-12
zeroshot:anthropic,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.6358562901760232,9.139319781602729e-07
zeroshot:anthropic,factual_correctness_ratio,openai/gpt-4o,openai/gpt-4o-mini,49,0.6213027717694747,1.9002423047102068e-06
zeroshot:deepseek,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o,5,0.8947368421052632,0.040343130060753
zeroshot:deepseek,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o-mini,5,0.6882472016116853,0.1988921881373051
zeroshot:deepseek,factual_correctness_ratio,openai/gpt-4o,openai/gpt-4o-mini,5,0.9176629354822471,0.02800845601014614
zeroshot:openai,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,deepseek/deepseek-chat,49,0.6891289191445396,4.382012497491486e-08
zeroshot:openai,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o,49,0.5799475075554457,1.2585545191558623e-05
zeroshot:openai,factual_correctness_ratio,anthropic/claude-sonnet-4-20250514,openai/gpt-4o-mini,49,0.749245821387788,5.91023137511906e-10
zeroshot:openai,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o,49,0.7217891933394087,4.8492714637995446e-09
zeroshot:openai,factual_correctness_ratio,deepseek/deepseek-chat,openai/gpt-4o-mini,49,0.6726212191942256,1.2000084194693998e-07
zeroshot:openai,factual_correctness_ratio,openai/gpt-4o,openai/gpt-4o-mini,49,0.7297934877416429,2.6954257083258834e-09
